Peptide_ID,MW,pI,Hydrophobicity_GRAVY,Net_Charge_pH7.4,Cys_Count,Cyclizable,Label
tr|D3VVC1|D3VVC1_HUMAN,3682.08,4.77,-0.412,-4.69,2,1,0
tr|D3WYY6|D3WYY6_HUMAN,3891.6,4.37,0.668,-1.44,0,0,0
tr|D3WYY7|D3WYY7_HUMAN,3861.54,4.14,0.934,-2.39,0,0,0
tr|D3WYZ4|D3WYZ4_HUMAN,4389.0,4.37,0.654,-1.48,0,0,0
tr|D5KL89|D5KL89_HUMAN,4022.55,6.7,-0.222,-0.52,3,1,0
tr|D6RF07|D6RF07_HUMAN,5492.0,4.72,-1.02,-4.7,1,0,0
tr|E7ERA2|E7ERA2_HUMAN,5125.86,12.0,-1.277,12.42,0,0,0
tr|E9PSB8|E9PSB8_HUMAN,5359.45,10.45,-0.357,6.27,0,0,0
tr|F5GX96|F5GX96_HUMAN,4074.57,4.73,-0.358,-4.65,0,0,0
tr|F8VXL2|F8VXL2_HUMAN,5426.17,5.21,-0.77,-2.74,2,1,0
tr|G3V2F3|G3V2F3_HUMAN,5143.82,4.92,-0.561,-2.77,2,1,0
tr|H3BRT0|H3BRT0_HUMAN,5458.37,5.56,-0.1,-1.68,0,0,0
tr|H7BZZ7|H7BZZ7_HUMAN,5172.73,4.19,-0.221,-5.42,0,0,0
tr|H8ZQ06|H8ZQ06_HUMAN,4677.48,4.05,0.902,-2.78,1,0,0
tr|I3L0P8|I3L0P8_HUMAN,4800.45,4.18,0.188,-3.79,3,1,0
tr|I3L1P9|I3L1P9_HUMAN,4893.93,4.05,1.798,-1.77,2,1,0
tr|K7EJT5|K7EJT5_HUMAN,5082.74,9.4,-0.311,1.28,0,0,0
tr|K7EP65|K7EP65_HUMAN,5238.93,9.82,-0.398,2.28,0,0,0
tr|K7ER50|K7ER50_HUMAN,5680.46,9.81,-0.618,2.73,0,0,0
tr|Q0PHS3|Q0PHS3_HUMAN,5818.75,9.87,-0.335,3.54,0,0,0
tr|Q15453|Q15453_HUMAN,5449.18,8.0,-0.244,0.5,2,1,0
tr|Q6L9M1|Q6L9M1_HUMAN,4695.17,4.08,-0.066,-6.64,0,0,0
tr|Q6LD41|Q6LD41_HUMAN,2409.95,8.63,0.51,1.2,3,1,0
tr|Q6LEE1|Q6LEE1_HUMAN,3249.66,6.97,-0.478,-0.32,0,0,0
tr|Q76N56|Q76N56_HUMAN,5237.13,10.66,-0.611,8.57,2,1,0
tr|Q86WE9|Q86WE9_HUMAN,5137.04,4.72,1.142,-3.4,1,0,0
tr|Q9UBN9|Q9UBN9_HUMAN,4441.26,9.36,0.01,2.56,1,0,0
tr|Q9UK68|Q9UK68_HUMAN,4692.5,5.99,0.987,-1.43,1,0,0
tr|R4GN61|R4GN61_HUMAN,4608.31,6.81,0.247,-0.63,1,0,0
tr|U6BHT9|U6BHT9_HUMAN,3969.5,4.54,-0.017,-2.52,3,1,0
tr|X6RGH1|X6RGH1_HUMAN,3708.46,6.68,1.066,-0.69,2,1,0
tr|X6RKQ2|X6RKQ2_HUMAN,5253.79,5.36,-1.34,-1.72,0,0,0
tr|A0A023IPA8|A0A023IPA8_HUMAN,3243.71,9.6,-0.319,2.54,0,0,0
tr|A0A023IPA9|A0A023IPA9_HUMAN,2590.86,8.14,-0.391,0.52,1,0,0
tr|A0A023IQA6|A0A023IQA6_HUMAN,1317.44,6.07,-0.764,-0.45,0,0,0
tr|A0A060D9J6|A0A060D9J6_HUMAN,2352.42,4.05,-0.55,-9.67,0,0,0
tr|A0A068BC99|A0A068BC99_HUMAN,5728.69,10.68,-0.984,7.59,1,0,0
tr|A0A068BDT2|A0A068BDT2_HUMAN,5704.36,10.03,-1.547,5.54,2,1,0
tr|A0A068BFW6|A0A068BFW6_HUMAN,4438.81,4.86,-0.621,-3.41,0,0,0
tr|A0A068BI30|A0A068BI30_HUMAN,1838.03,9.69,-1.64,1.55,0,0,0
tr|A0A068BI47|A0A068BI47_HUMAN,3747.24,9.31,-0.878,1.59,0,0,0
tr|A0A075B6W8|A0A075B6W8_HUMAN,2158.61,11.26,0.214,3.28,0,0,0
tr|A0A075B6X0|A0A075B6X0_HUMAN,2220.5,6.49,0.068,-0.68,0,0,0
tr|A0A075B6X3|A0A075B6X3_HUMAN,2266.61,8.34,0.336,0.28,0,0,0
tr|A0A075B6Y2|A0A075B6Y2_HUMAN,2042.42,6.49,1.075,-0.7,1,0,0
tr|A0A075B709|A0A075B709_HUMAN,2226.55,9.7,-0.205,1.28,0,0,0
tr|A0A075B713|A0A075B713_HUMAN,2317.57,8.34,-0.51,0.28,0,0,0
tr|A0A077GYG3|A0A077GYG3_HUMAN,1472.88,8.5,1.771,0.28,0,0,0
tr|A0A087WTR0|A0A087WTR0_HUMAN,4526.68,9.73,0.433,7.14,5,1,0
tr|A0A087WUH5|A0A087WUH5_HUMAN,1369.59,12.0,-0.331,1.28,0,0,0
tr|A0A087WUU3|A0A087WUU3_HUMAN,5892.57,5.72,-1.016,-1.74,2,1,0
tr|A0A087WUX7|A0A087WUX7_HUMAN,4256.88,4.94,-0.438,-1.76,2,1,0
tr|A0A087WV72|A0A087WV72_HUMAN,5200.8,5.45,-0.317,-2.67,1,0,0
tr|A0A087WVG5|A0A087WVG5_HUMAN,4784.39,5.5,0.06,-1.75,3,1,0
tr|A0A087WVI5|A0A087WVI5_HUMAN,2093.36,4.56,0.15,-1.77,1,0,0
tr|A0A087WVI6|A0A087WVI6_HUMAN,2006.15,4.05,-0.425,-4.71,0,0,0
tr|A0A087WVI9|A0A087WVI9_HUMAN,2240.39,8.45,-1.788,0.62,0,0,0
tr|A0A087WWE0|A0A087WWE0_HUMAN,2603.9,4.79,-0.609,-1.33,0,0,0
tr|A0A087WXS6|A0A087WXS6_HUMAN,3163.82,10.83,0.121,1.28,0,0,0
tr|A0A087WYL8|A0A087WYL8_HUMAN,3423.1,7.8,0.67,0.23,2,1,0
tr|A0A087WZ12|A0A087WZ12_HUMAN,4086.7,10.53,-1.059,4.27,0,0,0
tr|A0A087WZE7|A0A087WZE7_HUMAN,4835.61,8.37,0.039,1.16,5,1,0
tr|A0A087WZN6|A0A087WZN6_HUMAN,4251.41,4.33,-1.358,-5.06,0,0,0
tr|A0A087X0A7|A0A087X0A7_HUMAN,4182.68,9.98,0.118,1.28,0,0,0
tr|A0A087X0P8|A0A087X0P8_HUMAN,4674.38,6.5,0.005,-0.69,0,0,0
tr|A0A087X0U2|A0A087X0U2_HUMAN,4778.38,4.76,-1.102,-3.74,1,0,0
tr|A0A087X147|A0A087X147_HUMAN,3821.33,4.05,0.397,-5.71,0,0,0
tr|A0A087X181|A0A087X181_HUMAN,3986.59,11.52,0.168,2.3,1,0,0
tr|A0A087X1F0|A0A087X1F0_HUMAN,3168.54,5.56,-0.332,-1.7,1,0,0
tr|A0A087X1G3|A0A087X1G3_HUMAN,4019.55,10.7,-1.237,7.52,1,0,0
tr|A0A087X1J1|A0A087X1J1_HUMAN,4753.76,12.0,1.27,1.28,0,0,0
tr|A0A087X2G0|A0A087X2G0_HUMAN,4182.45,9.96,-1.35,1.64,0,0,0
tr|A0A087X2G4|A0A087X2G4_HUMAN,5540.41,8.79,-0.25,2.16,5,1,0
tr|A0A087X2H2|A0A087X2H2_HUMAN,5103.61,4.87,-0.967,-1.72,0,0,0
tr|A0A087X2H9|A0A087X2H9_HUMAN,4398.06,9.3,0.281,2.21,3,1,0
tr|A0A087X2I5|A0A087X2I5_HUMAN,5506.19,4.19,-0.429,-4.76,2,1,0
tr|A0A096LNM1|A0A096LNM1_HUMAN,4435.82,4.07,-0.689,-6.72,3,1,0
tr|A0A096LNN5|A0A096LNN5_HUMAN,4499.25,9.5,0.246,2.34,2,1,0
tr|A0A096LNX2|A0A096LNX2_HUMAN,5834.51,9.78,-1.29,4.3,2,1,0
tr|A0A096LP37|A0A096LP37_HUMAN,3879.2,9.97,-1.314,1.32,0,0,0
tr|A0A096LPC3|A0A096LPC3_HUMAN,5514.19,6.82,-0.66,-0.61,0,0,0
tr|A0A096ZUB7|A0A096ZUB7_HUMAN,3266.65,4.12,0.05,-4.4,0,0,0
tr|A0A097NUG1|A0A097NUG1_HUMAN,1411.67,9.51,0.236,1.53,1,0,0
tr|A0A0A0MRA6|A0A0A0MRA6_HUMAN,5537.57,6.7,0.445,-0.69,2,1,0
tr|A0A0A0MT91|A0A0A0MT91_HUMAN,2446.68,5.83,-0.305,-0.46,0,0,0
tr|A0A0A0MT92|A0A0A0MT92_HUMAN,1465.71,5.24,1.333,-0.77,1,0,0
tr|A0A0A0MT93|A0A0A0MT93_HUMAN,2371.78,8.96,0.865,1.51,2,1,0
tr|A0A0A0PS62|A0A0A0PS62_HUMAN,1788.25,11.17,-0.407,2.28,0,0,0
tr|A0A0A0PYI8|A0A0A0PYI8_HUMAN,3197.79,9.99,-0.25,1.32,0,0,0
tr|A0A0A0WJ87|A0A0A0WJ87_HUMAN,3030.39,6.0,-0.113,-0.44,0,0,0
tr|A0A0A1EL53|A0A0A1EL53_HUMAN,4583.35,5.38,0.856,-1.4,0,0,0
tr|A0A0A7DZ60|A0A0A7DZ60_HUMAN,5275.83,4.43,-0.584,-6.05,1,0,0
tr|A0A0A7DZ98|A0A0A7DZ98_HUMAN,5208.78,4.25,-0.489,-6.09,1,0,0
tr|A0A0A8KB97|A0A0A8KB97_HUMAN,5213.96,7.92,-0.3,0.25,1,0,0
tr|A0A0B4NEY1|A0A0B4NEY1_HUMAN,4266.78,9.96,-0.241,1.63,0,0,0
tr|A0A0B5HFC8|A0A0B5HFC8_HUMAN,4483.86,4.98,-0.7,-4.66,1,0,0
tr|A0A0B5HP39|A0A0B5HP39_HUMAN,4483.86,4.98,-0.7,-4.66,1,0,0
tr|A0A0C4DG13|A0A0C4DG13_HUMAN,5094.83,7.76,-1.051,0.32,3,1,0
tr|A0A0C4DG50|A0A0C4DG50_HUMAN,4325.11,10.56,-0.038,5.25,1,0,0
tr|A0A0C4DH61|A0A0C4DH61_HUMAN,3544.23,9.4,-0.1,1.55,0,0,0
tr|A0A0C4LC38|A0A0C4LC38_HUMAN,4548.18,6.02,0.225,-1.37,0,0,0
tr|A0A0C5PF30|A0A0C5PF30_HUMAN,4883.1,4.05,-0.78,-8.82,3,1,0
tr|A0A0D9SEH6|A0A0D9SEH6_HUMAN,4031.48,4.5,-0.571,-4.41,0,0,0
tr|A0A0D9SEX1|A0A0D9SEX1_HUMAN,4732.48,9.0,-1.405,1.27,0,0,0
tr|A0A0D9SFA0|A0A0D9SFA0_HUMAN,3801.51,10.32,0.02,4.23,2,1,0
tr|A0A0D9SFN2|A0A0D9SFN2_HUMAN,3568.05,5.48,-0.52,-1.48,3,1,0
tr|A0A0D9SFW1|A0A0D9SFW1_HUMAN,3918.65,5.36,0.926,-1.83,6,1,0
tr|A0A0D9SFW3|A0A0D9SFW3_HUMAN,4164.76,7.81,0.156,0.23,2,1,0
tr|A0A0D9SG24|A0A0D9SG24_HUMAN,5217.15,11.31,-0.907,5.28,0,0,0
tr|A0A0D9SGB5|A0A0D9SGB5_HUMAN,5721.99,4.05,-1.39,-15.71,0,0,0
sp|A0A0C5B5G6|MOTSC_HUMAN,2174.59,10.27,-0.938,2.28,0,0,0
sp|E0CX11|STMP1_HUMAN,5265.19,9.1,-0.17,1.27,0,0,0
sp|P0DPQ6|DT3UO_HUMAN,4283.91,11.44,-1.244,5.34,2,1,0
sp|P0DMW2|PYDC4_HUMAN,4992.72,5.92,-0.018,-0.74,1,0,0
sp|P62945|RS32_HUMAN,3456.32,12.0,-2.648,16.27,0,0,0
sp|Q8IVG9|HUNIN_HUMAN,2687.23,9.49,0.342,1.26,1,0,0
sp|O97980|HMHB1_HUMAN,4964.46,4.95,-0.993,-4.67,1,0,0
sp|P0DN84|DWORF_HUMAN,3835.72,6.5,1.703,-0.71,1,0,0
sp|O00631|SARCO_HUMAN,3761.54,8.34,1.065,0.28,0,0,0
sp|P0C6T2|OST4_HUMAN,4192.98,6.52,0.816,-0.68,0,0,0
sp|A0A1B0GTB2|TUNAR_HUMAN,5360.15,4.17,0.417,-5.72,0,0,0
sp|C0HM02|PKHUO_HUMAN,2802.38,12.0,0.15,4.3,1,0,0
sp|P63313|TYB10_HUMAN,5025.62,5.31,-1.309,-1.73,0,0,0
sp|C0HMA1|P155_HUMAN,1879.32,9.99,0.265,1.28,0,0,0
sp|C0HLU2|SEHBP_HUMAN,5036.86,9.3,-0.002,3.19,4,1,0
sp|C0HLV8|MP31_HUMAN,3335.86,10.85,-0.039,3.26,1,0,0
sp|P0DW81|PACMP_HUMAN,4876.59,12.0,-1.391,13.28,0,0,0
sp|P69208|MORN_HUMAN,1142.35,8.75,0.282,0.55,0,0,0
sp|P84351|OSTCN_HOMNE,2823.03,4.19,-0.804,-5.45,2,1,0
sp|P0CG35|TB15B_HUMAN,5228.77,5.31,-1.498,-1.75,1,0,0
sp|O14604|TYB4Y_HUMAN,5012.54,5.34,-1.545,-1.73,0,0,0
sp|P0CG34|TB15A_HUMAN,5228.77,5.31,-1.498,-1.75,1,0,0
sp|P0CJ72|HMN5_HUMAN,2666.19,7.98,0.313,0.26,1,0,0
sp|P0DUH7|HRURF_HUMAN,3757.39,10.69,-0.268,2.26,1,0,0
sp|A0A3G1DIU6|SHLP2_HUMAN,3017.5,12.0,0.238,2.28,0,0,0
sp|A1L3X4|MT1DP_HUMAN,4982.94,8.38,0.041,2.9,15,1,0
sp|Q13072|BAGE1_HUMAN,4809.63,5.0,0.5,-1.74,1,0,0
sp|A0A0A0MT76|LJ01_HUMAN,4775.47,9.53,-0.348,2.85,2,1,0
sp|A0A0C4DH62|HJ01_HUMAN,1910.05,5.24,-0.171,-1.36,0,0,0
sp|A0A0J9YX06|TJB12_HUMAN,1634.79,8.59,0.02,0.55,0,0,0
sp|A0A3G1DJK2|SHLP4_HUMAN,3131.82,10.76,0.708,2.26,1,0,0
sp|P0CJ71|HMN4_HUMAN,3246.82,9.19,-0.021,1.25,1,0,0
sp|P0CJ74|HMN7_HUMAN,2647.21,7.98,0.817,0.26,1,0,0
sp|P0CJ75|HMN8_HUMAN,2661.15,9.49,0.15,1.26,1,0,0
sp|P0DMT0|MLN_HUMAN,5194.22,5.97,1.017,-0.72,0,0,0
sp|P0DX04|TB15C_HUMAN,5228.77,5.31,-1.498,-1.75,1,0,0
sp|S4R3Y5|HMN11_HUMAN,2737.29,7.98,0.896,0.26,1,0,0
sp|A0A075B6Y9|TJA42_HUMAN,2051.35,10.0,-0.34,2.55,0,0,0
sp|A0A075B700|TJA31_HUMAN,1974.24,8.75,-0.361,0.56,0,0,0
sp|A0A0A0MT70|TJB26_HUMAN,1662.88,9.47,0.824,0.25,0,0,0
sp|A0A0A0MT94|TJB22_HUMAN,1739.92,4.53,0.175,-1.44,0,0,0
sp|A0A0B4J200|TJB23_HUMAN,1755.92,5.55,-0.262,-0.75,0,0,0
sp|A0A0J9YWX3|TJB16_HUMAN,1864.02,8.49,-0.441,0.29,0,0,0
sp|P0CJ69|HMN2_HUMAN,3080.66,7.98,0.689,0.26,1,0,0
sp|Q3MIV0|KR221_HUMAN,5274.79,6.48,-0.281,-0.84,6,1,0
sp|Q6NVV0|MKRN5_HUMAN,3804.95,4.05,-0.433,-14.67,0,0,0
sp|Q8IVK1|GLCM1_HUMAN,5017.97,9.3,0.617,1.26,1,0,0
sp|Q9NRI6|PYY2_HUMAN,3432.03,4.05,0.97,-3.72,0,0,0
sp|A0A0A0MT78|TJB27_HUMAN,1718.86,5.72,-0.573,-0.75,0,0,0
sp|A0A0A0MTA7|TJB21_HUMAN,1829.02,5.72,-0.219,-0.75,0,0,0
sp|A0A0J9YXA8|TJB11_HUMAN,1639.81,6.0,0.113,-0.44,0,0,0
sp|A0A3G1DJQ2|SHLP3_HUMAN,4380.09,9.1,0.711,1.25,1,0,0
sp|P0CJ77|HMN10_HUMAN,2806.4,10.69,0.383,2.26,1,0,0
sp|P0DMP1|HMN12_HUMAN,2661.15,9.49,0.15,1.26,1,0,0
sp|Q3LI62|KR204_HUMAN,4623.22,9.06,0.073,2.31,3,1,0
sp|Q86Y28|BAGE4_HUMAN,4229.87,4.25,0.426,-3.71,0,0,0
sp|A0A075B6S0|TRGJ1_HUMAN,1791.05,9.53,0.075,1.55,0,0,0
sp|A0A075B6Y3|TJA3_HUMAN,2097.37,11.0,0.01,2.55,0,0,0
sp|A0A075B706|TRDJ1_HUMAN,1761.03,8.26,-0.269,0.2,0,0,0
sp|A0A0A0MTA4|TJB25_HUMAN,1721.95,6.0,-0.113,-0.44,0,0,0
sp|A0A0J9YWP8|TJB13_HUMAN,1729.88,4.05,0.381,-1.75,0,0,0
sp|A0A0J9YXG5|TJB14_HUMAN,1740.95,5.66,0.188,-0.79,0,0,0
sp|A0A0J9YXM7|TJB15_HUMAN,1769.91,6.46,-0.719,-0.71,0,0,0
sp|A0A3G1DJN1|SHLP6_HUMAN,2385.84,4.67,0.105,-1.72,0,0,0
sp|P0CJ76|HMN9_HUMAN,2694.18,11.54,-0.067,3.26,1,0,0
sp|P22103|PNEU_HUMAN,956.05,4.37,-0.17,-1.39,0,0,0
sp|A0A0A0MT87|TJB24_HUMAN,1738.0,9.99,0.231,1.6,0,0,0
sp|A0A0A0MT89|KJ01_HUMAN,1393.59,8.59,-0.533,0.55,0,0,0
sp|A0A1B0GWH6|LSP1N_HUMAN,2948.75,4.05,2.608,-1.72,0,0,0
sp|P02728|GLEM_HUMAN,1049.04,5.72,-1.39,-2.36,1,0,0
sp|P0CJ68|HMN1_HUMAN,2691.18,9.49,0.046,1.26,1,0,0
sp|P0CJ70|HMN3_HUMAN,2796.32,10.69,0.162,2.26,1,0,0
sp|P0CJ73|HMN6_HUMAN,2719.19,9.49,-0.308,1.26,1,0,0
sp|Q3LI60|KR203_HUMAN,4908.46,7.61,-0.077,0.16,4,1,0
sp|Q3LI68|KR222_HUMAN,5217.78,8.39,-0.522,1.2,4,1,0
sp|Q86Y27|BAGE5_HUMAN,4710.49,4.58,0.595,-2.74,1,0,0
sp|S4R3P1|HMN13_HUMAN,2751.27,5.87,0.562,-0.74,1,0,0
tr|A0A087WZT3|A0A087WZT3_HUMAN,4740.18,4.64,-0.584,-4.68,0,0,0
sp|A0A3G1DJL1|SHLP5_HUMAN,2565.93,4.05,0.883,-3.76,2,1,0
sp|D0EPY3|SIM47_HUMAN,3284.8,5.75,0.443,-0.72,0,0,0
sp|Q14602|ID2B_HUMAN,4054.74,10.27,-0.178,2.32,0,0,0
sp|Q6NUR6|R216L_HUMAN,5132.66,5.4,-0.79,-3.63,1,0,0
sp|Q96IR3|YV007_HUMAN,4679.23,5.05,-0.81,-1.74,1,0,0
sp|P0C841|FA66E_HUMAN,5232.79,6.01,-0.804,-0.72,0,0,0
sp|Q9NRI7|PPY2_HUMAN,2178.79,7.74,2.114,0.21,3,1,0
sp|Q9UHU1|YK039_HUMAN,4898.6,8.16,-0.309,0.31,0,0,0
sp|Q9BTK2|YX002_HUMAN,4915.6,11.19,-0.54,3.26,1,0,0
sp|Q9BZS9|YG041_HUMAN,5618.46,5.91,0.067,-0.83,4,1,0
sp|P0DQW1|SIM46_HUMAN,5608.39,8.38,-0.136,0.36,0,0,0
sp|Q05BU3|F86JP_HUMAN,4002.51,11.83,-0.467,4.3,1,0,0
sp|A0A3G1DJL7|SHLP1_HUMAN,2393.57,6.5,-0.492,-0.7,1,0,0
sp|P01358|GAJU_HUMAN,1004.05,4.27,-0.4,-2.44,0,0,0
sp|P0C5K6|CT18_HUMAN,3500.06,9.5,-0.145,1.29,1,0,0
sp|Q8WZA8|GC224_HUMAN,3819.45,7.96,0.231,0.29,1,0,0
sp|Q9P1C3|YN010_HUMAN,5406.51,10.93,0.25,3.32,0,0,0
tr|H0YGF3|H0YGF3_HUMAN,5253.13,9.58,-0.807,3.52,1,0,0
tr|U6BHU6|U6BHU6_HUMAN,5084.67,8.86,-1.211,1.58,2,1,0
tr|A0A5F9ZH76|A0A5F9ZH76_HUMAN,4213.76,4.65,-0.519,-3.69,0,0,0
tr|C9JUP6|C9JUP6_HUMAN,4614.35,8.98,-0.212,1.29,1,0,0
tr|E5RGL4|E5RGL4_HUMAN,5009.64,8.84,-0.5,1.27,2,1,0
tr|Q16444|Q16444_HUMAN,5167.16,8.99,0.251,1.52,1,0,0
tr|Q5THU2|Q5THU2_HUMAN,5370.42,7.72,0.655,0.24,3,1,0
tr|U6BKV7|U6BKV7_HUMAN,5126.76,10.04,-1.404,4.58,2,1,0
tr|A0A3B3ISY8|A0A3B3ISY8_HUMAN,4922.48,4.45,-0.158,-4.68,0,0,0
tr|A2I9Z1|A2I9Z1_HUMAN,5127.7,9.38,-1.396,2.58,2,1,0
tr|B5AKF7|B5AKF7_HUMAN,5161.73,8.63,-1.23,1.25,3,1,0
tr|Q9BXQ0|Q9BXQ0_HUMAN,1640.92,5.99,0.6,-0.49,2,1,0
tr|A0A1B1PFD4|A0A1B1PFD4_HUMAN,5214.78,9.38,-1.383,2.28,2,1,0
tr|U3KPS5|U3KPS5_HUMAN,4190.72,5.81,-0.108,-2.63,1,0,0
tr|U6BI14|U6BI14_HUMAN,5099.64,8.86,-1.373,1.58,2,1,0
tr|B4XAL0|B4XAL0_HUMAN,5170.73,9.83,-1.58,3.58,2,1,0
tr|D5KL87|D5KL87_HUMAN,5186.77,9.83,-1.46,3.58,2,1,0
tr|G3XL83|G3XL83_HUMAN,4958.5,6.04,-0.318,-1.38,0,0,0
tr|X1WI22|X1WI22_HUMAN,5756.73,9.22,0.264,1.31,0,0,0
tr|A0A024RB15|A0A024RB15_HUMAN,3456.32,12.0,-2.648,16.27,0,0,0
tr|A0A087X045|A0A087X045_HUMAN,4774.88,9.33,0.286,6.13,7,1,0
tr|A0A0A7MAK0|A0A0A7MAK0_HUMAN,5914.89,10.28,-0.776,5.52,1,0,0
tr|A0A0G2JNU8|A0A0G2JNU8_HUMAN,5329.92,6.7,-0.833,-0.64,0,0,0
tr|A0A0U1RQC1|A0A0U1RQC1_HUMAN,5136.87,11.51,-0.458,8.27,0,0,0
tr|A0A140G955|A0A140G955_HUMAN,4924.44,5.81,-0.78,-2.37,0,0,0
tr|A0A1C9J7T7|A0A1C9J7T7_HUMAN,5926.87,7.09,-0.245,-0.28,2,1,0
tr|A0A221C5L9|A0A221C5L9_HUMAN,4593.36,4.21,0.852,-1.78,1,0,0
tr|A0A223IA55|A0A223IA55_HUMAN,4922.87,6.72,1.155,-0.46,2,1,0
tr|A0A2H4QWS7|A0A2H4QWS7_HUMAN,5909.93,9.78,-0.59,4.54,2,1,0
tr|A0A2R8YDI9|A0A2R8YDI9_HUMAN,4887.57,5.97,0.225,-1.7,2,1,0
tr|A0A346RV25|A0A346RV25_HUMAN,4282.96,8.05,0.22,0.51,2,1,0
tr|A0A346XLQ1|A0A346XLQ1_HUMAN,4479.97,8.07,-1.138,0.62,2,1,0
tr|A0A346XLR1|A0A346XLR1_HUMAN,3982.47,9.0,-1.065,1.96,2,1,0
tr|A0A386YR42|A0A386YR42_HUMAN,4733.25,8.07,-0.946,0.62,2,1,0
tr|A0A3B6XSH2|A0A3B6XSH2_HUMAN,3927.37,4.23,-0.303,-3.48,1,0,0
tr|A0A494C130|A0A494C130_HUMAN,5585.96,5.69,-1.485,-3.57,0,0,0
tr|A0A7P0T9P1|A0A7P0T9P1_HUMAN,4006.9,8.25,0.821,0.28,0,0,0
tr|A0A7P0TBL5|A0A7P0TBL5_HUMAN,5057.76,5.4,0.093,-2.64,0,0,0
tr|B1Q387|B1Q387_HUMAN,5866.5,5.74,-0.88,-1.41,0,0,0
tr|B2YI97|B2YI97_HUMAN,3865.57,8.4,0.329,0.39,0,0,0
tr|C9JEJ7|C9JEJ7_HUMAN,5077.63,4.3,0.098,-7.72,2,1,0
tr|D2KBA1|D2KBA1_HUMAN,4746.34,7.02,0.271,-0.34,0,0,0
tr|D2Y6W5|D2Y6W5_HUMAN,4698.5,6.75,0.371,-0.41,0,0,0
tr|D2Y6W7|D2Y6W7_HUMAN,4481.24,8.05,0.798,0.5,2,1,0
tr|D2Y6X1|D2Y6X1_HUMAN,4647.6,7.88,0.96,0.35,2,1,0
tr|D2Y6Y2|D2Y6Y2_HUMAN,4463.03,8.16,-0.044,0.53,1,0,0
tr|D2Y6Y3|D2Y6Y3_HUMAN,5032.03,10.02,-1.057,6.58,1,0,0
tr|D3WYY5|D3WYY5_HUMAN,3573.96,4.41,0.048,-2.41,0,0,0
tr|D6RDN3|D6RDN3_HUMAN,4128.64,4.69,-1.259,-3.72,0,0,0
tr|E5RGR5|E5RGR5_HUMAN,5167.07,10.89,-1.038,9.3,0,0,0
tr|F5GXC4|F5GXC4_HUMAN,5081.89,8.93,-0.551,1.25,1,0,0
tr|F8TAD8|F8TAD8_HUMAN,3820.76,6.5,1.306,-0.7,1,0,0
tr|F8W099|F8W099_HUMAN,5132.88,9.52,-0.393,1.31,0,0,0
tr|H0YH96|H0YH96_HUMAN,5957.05,9.7,-0.339,5.56,2,1,0
tr|H0YLJ8|H0YLJ8_HUMAN,5321.17,4.86,0.474,-1.75,1,0,0
tr|H3BU33|H3BU33_HUMAN,5548.55,7.79,-0.233,0.26,2,1,0
tr|L7XCZ9|L7XCZ9_HUMAN,5183.18,8.37,0.986,0.59,0,0,0
tr|Q1HGV1|Q1HGV1_HUMAN,4356.85,5.52,-0.624,-2.37,0,0,0
tr|Q1HGV3|Q1HGV3_HUMAN,4307.78,5.52,-0.684,-2.36,0,0,0
tr|Q1KSG0|Q1KSG0_HUMAN,4765.54,8.79,0.071,1.61,2,1,0
tr|Q6LAJ4|Q6LAJ4_HUMAN,4433.91,6.73,-0.279,-0.47,1,0,0
tr|Q8WXW8|Q8WXW8_HUMAN,3988.65,7.16,0.55,-0.07,0,0,0
tr|Q8WXZ6|Q8WXZ6_HUMAN,5084.91,6.21,0.434,-0.44,0,0,0
tr|Q96BH6|Q96BH6_HUMAN,4737.63,12.0,-1.242,9.31,0,0,0
tr|Q96P37|Q96P37_HUMAN,5238.02,4.19,0.106,-6.39,1,0,0
tr|Q9BZZ3|Q9BZZ3_HUMAN,4564.49,11.44,0.688,4.56,1,0,0
tr|Q9NYD7|Q9NYD7_HUMAN,5864.68,9.8,-1.372,6.29,2,1,0
tr|Q9UHH1|Q9UHH1_HUMAN,4733.6,8.21,0.972,0.6,1,0,0
tr|Q9UL28|Q9UL28_HUMAN,4951.78,9.43,0.128,2.52,1,0,0
tr|S4R3I5|S4R3I5_HUMAN,4646.22,5.45,-0.968,-1.69,0,0,0
tr|U6FIV2|U6FIV2_HUMAN,4570.19,4.97,-0.098,-3.64,0,0,0
tr|A0A0C4L134|A0A0C4L134_HUMAN,4773.43,9.39,-0.458,2.54,2,1,0
tr|A0A0S2Z5D5|A0A0S2Z5D5_HUMAN,5872.86,7.67,0.056,0.22,4,1,0
tr|A0A2D1BLU4|A0A2D1BLU4_HUMAN,5861.85,9.78,-0.633,4.5,2,1,0
tr|A0A2D2AHB4|A0A2D2AHB4_HUMAN,4829.61,4.05,0.83,-3.46,2,1,0
tr|A0A2H4QWT3|A0A2H4QWT3_HUMAN,5887.82,10.16,-0.71,4.53,1,0,0
tr|A0A2H4QWT6|A0A2H4QWT6_HUMAN,5885.85,10.12,-0.82,5.52,1,0,0
tr|A0A2H4QWU1|A0A2H4QWU1_HUMAN,5829.78,10.17,-0.494,4.53,1,0,0
tr|A0A2H4QWU7|A0A2H4QWU7_HUMAN,5900.86,10.28,-0.776,5.52,1,0,0
tr|A0A2H4QWU8|A0A2H4QWU8_HUMAN,5874.84,9.78,-0.69,4.5,2,1,0
